RegionID,RegionName,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021
395162,"St. Cloud, MN",240464,240780,241828,243056,244104,244218,243872,243694,243536,243546,243625,244527,244863,245655,246001,247124,248394,250526,253290,256713,260853,265697,271105,276497,282973,289905
395118,"Hilton Head Island, SC",202104,202505,202080,202096,202470,203548,204537,205261,206180,206615,206948,207130,207480,207716,208389,209028,210107,210873,211989,213652,215126,217153,219568,222539,225969,230085
394681,"Bloomington, IL",305481,305257,305686,307183,308593,309219,309423,309672,309599,309555,309569,310275,311235,313004,314439,315529,316302,317373,318907,320485,322639,324975,327471,329794,332334,334475
753869,"Hilo, HI",148255,148168,147950,147674,147828,148025,148324,148422,148757,149129,149615,149932,150215,150478,150728,150965,151238,151614,152057,152793,153626,154578,155473,156533,157739,159342
394680,"Panama City, FL",363246,365786,369264,369432,369763,369559,371867,375311,378586,380576,380779,380696,380600,381180,382055,385073,387764,390534,391438,392522,393977,396703,400454,404645,408482,412291
394960,"Kingston, NY",218323,216955,215619,216204,217036,218138,219544,220702,221877,222515,224039,225727,229167,231503,233892,234703,235707,236476,237319,238289,239313,240412,241405,242464,243262,244421
394748,"Daphne, AL",240911,242336,244728,247466,249545,249691,249416,249083,249609,250097,250605,251077,251739,252455,253159,253828,254836,256922,259746,263987,268647,273948,279679,285996,293359,301516
394519,"Gainesville, GA",213632,214605,215567,216280,216903,217781,218380,218926,218876,219086,219851,221568,223373,224802,226039,227666,229495,231125,232256,233894,236212,238907,241429,243515,245672,248365
394623,"Warner Robins, GA",228626,229581,229754,230435,230545,231465,232250,233392,233985,234577,234876,234925,235873,237102,238745,240159,241721,243400,245079,246787,248735,250890,253287,255891,258477,261037
395202,"Blacksburg, VA",140498,141183,141853,142318,142741,143114,143541,144038,144597,145123,145486,145881,146272,146821,147275,147932,148675,149493,150290,151049,151834,152677,153746,154770,155887,156939
394392,"Jacksonville, NC",182916,184161,185344,186437,187473,188482,189565,190729,191921,192483,191789,191010,190751,191321,191810,192134,192546,193098,193779,194468,195193,196366,198551,200891,202977,204560
394716,"Redding, CA",156857,158313,159495,161088,162521,164177,165226,166027,166626,167538,168340,168824,169034,169216,169726,169934,170392,170513,171116,171931,173010,174071,175181,176364,177642,179046
395018,"Monroe, LA",270151,272444,274103,275053,276448,279542,281571,282100,281456,280758,280592,280801,281210,282033,282727,284847,286028,286672,288345,291377,295210,299126,302845,306695,310557,314288
394872,"Joplin, MO",133661,133531,133856,134170,134612,134915,135113,134920,134630,134244,133983,134220,134576,135048,135179,135306,135313,135505,135962,136699,137620,138561,139589,140455,141384,142276
394729,"El Centro, CA",116650,116829,117769,118784,120115,121090,121865,122654,123443,124930,127043,129800,131886,134081,135565,137205,138241,139585,141002,142229,143482,144191,144436,144057,143809,143287
394559,"Terre Haute, IN",219481,219064,219322,220610,222041,223416,224072,223282,220973,219606,219869,222774,225400,227541,228811,228472,228808,229726,232257,235841,240490,244511,248280,250483,253492,257672
395151,"Muskegon, MI",93526,93933,94332,94669,95021,95330,95696,96076,96438,96703,96653,96654,96772,96960,97048,97033,97235,97490,97763,98059,98421,98992,99885,100799,101608,102475
394896,"East Stroudsburg, PA",138987,140130,140860,141849,142597,143352,143545,144212,144835,145702,146401,147355,148329,149526,150691,151943,153408,155015,156760,158276,159790,161296,162882,164239,165555,166936
394553,"Sioux City, IA",162578,163339,164170,165324,166791,168295,169359,170001,170487,170896,171721,172441,173469,174365,175248,176008,176877,178105,180049,182672,185837,189413,193159,197405,201945,207239
395102,"Greenville, NC",152810,153244,153612,154292,154843,155485,156122,156965,155796,154938,153494,153909,153930,154139,154163,154028,153848,153871,153960,153956,154862,155416,156421,156440,157111,157610
394651,"Waterloo, IA",136959,137625,138088,138666,139128,139817,140409,141052,141582,142023,142541,143103,143721,144379,145126,145912,146870,147747,148856,149963,151202,152522,153914,155393,156975,158609
395210,"Oshkosh, WI",139279,139724,139983,140181,140458,140865,141300,141590,141818,141956,142072,142190,142551,142697,142897,142963,143214,143428,143645,143950,144391,144972,145708,146459,147073,147871
394944,"Yuba City, CA",146065,146489,147000,147715,148572,149471,150385,151375,152435,153715,154577,155677,156608,157393,157879,157992,158203,158702,159905,161627,163230,164556,165971,167438,169489,172185
395246,"Abilene, TX",288891,290638,291163,291189,292137,294538,297090,299388,301206,301886,301957,301814,303796,304885,307348,308930,311424,313038,314168,315810,318211,322309,326818,331894,335216,339621
394299,"Columbia, MO",133731,133930,134136,134501,134879,135097,135264,135904,136592,137026,136435,136055,136064,136883,137618,138208,138751,139516,140420,141138,142027,143027,144772,146318,147814,148889
394485,"Dover, DE",192108,192703,193320,193712,194060,194472,194822,195167,195940,197057,198526,199303,199858,200130,201062,201973,203014,203889,204883,206075,207343,208626,209861,211698,213731,216136
394539,"Eau Claire, WI",222666,222615,222790,223110,224472,225917,227197,228405,229247,229608,229542,229949,230826,232312,233641,235059,236292,237582,238938,240452,242452,244838,247215,249305,251206,253544
394555,"Janesville, WI",176576,176762,177328,177889,178576,179539,180476,182081,183292,184832,186169,187686,189207,190747,192186,193385,194874,196469,198370,199879,201704,203305,205197,207168,209330,211704
394720,"Jackson, MI",149916,150883,151062,151938,152967,155023,155817,156047,156112,156582,157833,158685,159410,160216,161863,163404,164451,164906,166031,167763,169816,171903,173636,175634,177655,179591
394710,"Punta Gorda, FL",144632,144756,145732,146369,146964,147307,147726,148503,149364,149933,150252,150025,150059,150907,152075,153360,154325,155403,156518,157425,158424,159704,161644,164212,166516,168727
395009,"Bloomington, IN",213910,216058,217083,217812,217094,216395,216202,216551,216869,217038,217629,217983,218034,217110,217426,217988,219820,221633,223662,225550,227549,230221,233092,236604,240429,245475
394393,"Pueblo, CO",189963,190950,192534,194028,195212,196452,197552,198639,199485,200444,201267,202409,203397,204425,205196,206089,207202,208363,209731,211254,213063,215034,217219,219493,221853,224225
395007,"Billings, MT",183805,185199,186410,187694,189034,190486,191659,192321,193142,193975,195326,196447,198024,199776,201529,203191,205034,207129,209391,212056,214670,217449,220017,222774,225356,228268
394386,"Bowling Green, KY",258780,259303,260774,260487,259661,261122,261830,264456,263233,261865,261338,261997,264401,264914,266459,268280,270882,271052,272154,272703,276590,280699,283474,286303,287709,291399
394406,"Bend, OR",163741,164563,165035,165670,166208,166732,166959,168158,169791,171550,171752,171707,171421,171125,170722,170288,170142,169886,169905,168996,167904,166645,166869,167176,167693,168121
394380,"Albany, GA",421458,419082,421787,421639,424669,426881,431029,434569,436509,436664,436399,435885,437263,440905,444228,448106,450103,453063,455141,459460,465223,472738,480752,491114,500934,511238
394306,"Vineland, NJ",109252,109603,109916,110137,110396,110718,111143,111639,112058,112366,111887,111227,110575,110668,110757,110878,110896,110941,110947,110925,110981,111159,111908,112774,113668,114142
395193,"Niles, MI",138910,138420,138596,138888,138834,138280,137514,136831,136248,136119,136036,136793,137342,138414,138892,139788,141093,142974,145286,147802,150482,153223,156088,158926,162229,165651
394917,"Kahului, HI",173171,174657,176361,177309,178692,180268,181709,182567,183661,184601,185300,185683,185450,185329,185019,185352,186080,186446,187299,187947,189055,190427,192467,195002,197844,200671
394731,"Ottawa, IL",683499,683109,683633,685412,688879,692309,695263,697508,700211,700728,701447,701111,703232,704447,705637,706506,706720,707821,709237,711377,712927,716296,720577,726910,732687,739798
394946,"State College, PA",120137,120393,120882,122024,123021,123758,123789,122554,121294,119766,119586,119729,119628,119771,119173,118195,117145,116470,116470,117155,117939,118974,119492,119788,120207,120445
395125,"Bangor, ME",246607,247941,248675,249051,249099,249443,250239,251399,252210,252817,253059,252989,253365,253722,254695,255688,256550,257202,257721,258503,259547,260963,262643,264620,266452,268352
394359,"Alexandria, LA",152447,152872,152655,153359,153746,154290,154759,154772,155132,155673,156446,156957,157210,157623,158702,159668,160815,161668,162796,164406,166541,168946,171507,174248,177700,181237
394314,"Decatur, AL",131600,131136,131518,131569,131102,130596,130008,129537,129078,128784,128721,128847,129216,129373,129298,129340,129534,129797,130166,130273,130334,129945,129701,129567,129396,129098
394523,"Hanford, CA",131099,132064,132968,134110,134978,135629,135862,136102,136309,136624,136996,137457,137873,138324,138688,139196,140011,141005,142399,143919,145602,147363,149139,150919,152965,155164
394662,"Iowa City, IA",226322,226862,227212,227185,228004,229016,229344,229149,229202,229977,231370,233438,234923,236983,238951,241658,243272,244834,246943,250061,253292,256321,258893,261337,264092,266959
394707,"Rocky Mount, NC",221138,221363,221987,222429,222819,222872,222891,223205,223311,223659,224185,224822,225087,225265,225213,225302,225383,225696,226096,226243,226542,226669,226711,226675,226801,227052
395036,"Monroe, MI",105513,106035,106404,106672,107219,107803,108492,109099,109737,109835,110040,110296,111097,111436,111806,112143,112541,112974,113461,114089,114802,116096,117620,119242,120515,122225
394873,"Wichita Falls, TX",169168,170855,172152,173693,173756,172943,172291,172775,174011,174141,174660,175067,176564,176202,176101,176190,177599,179260,180972,182510,184171,186813,189244,191627,193461,196702
395223,"Burlington, NC",105617,105626,105692,105912,106938,107643,108228,107922,107781,106262,104979,103987,104118,104499,104631,104989,104400,104187,104275,105303,106331,108240,110064,111754,113032,114323
394428,"Madera, CA",154073,154312,155564,156783,158368,159652,161064,161674,162192,163017,163978,164756,164584,164642,164509,165267,165590,166228,166748,167945,169448,171158,173099,175548,178874,182233
394814,"Jefferson City, MO",270574,270600,270743,270909,272450,273601,274378,274923,276060,276881,278470,281239,284823,286781,288067,289056,290321,291759,294161,296943,299646,302059,304312,305941,307190,310002
394723,"Chambersburg, PA",154018,155122,155803,156353,156560,156849,156999,156902,156788,156811,157424,158103,158710,158836,159218,159578,160265,161033,161997,163433,165035,166613,167904,169198,170643,172432
394453,"Texarkana, TX",177976,179078,179769,180864,181378,181973,181795,181508,181312,180733,180558,180930,181847,182522,182991,183212,183983,184903,186539,188558,190836,193375,195884,197967,199721,201629
395152,"Elizabethtown, KY",108742,108974,109266,109614,110191,110655,111051,111468,111965,112441,112526,112657,112923,113092,113080,112938,112941,113007,113154,113317,113500,113710,114263,114879,115484,116222
394563,"Pottsville, PA",147472,148256,149070,149831,150396,150803,151372,151986,152515,152969,153245,153895,154468,155321,155974,156902,157821,158904,159950,161040,162413,164160,166064,167698,169407,171236
395000,"Wheeling, OH",76824,77209,77602,77849,78053,78247,78671,79727,80721,81645,81904,82167,82533,82947,83325,83660,84227,84999,85781,86321,87005,87875,89321,90928,92520,94158
395221,"Florence, AL",95895,96464,96981,97627,98204,98773,99212,99741,100251,100727,100614,100519,100530,100925,101266,101438,101728,102062,102492,102875,103319,103869,104891,105923,106925,107716
394598,"Grand Junction, CO",116950,117191,117492,117752,117851,118167,118411,119078,119366,119843,119966,120287,120304,120660,120932,121560,122155,122614,123227,123635,124496,125265,126439,127569,129125,130479
394639,"Concord, NH",256154,255789,256568,257704,260279,261721,263149,264280,266622,267991,269485,269977,271905,274671,277074,278660,279166,280841,283013,285383,287038,289219,291269,294263,296727,299214
394493,"Dothan, AL",262553,263412,263695,263668,264440,265988,267743,268028,268127,268037,268593,269339,270756,272439,274659,276331,277916,279307,281375,284723,288377,292445,296529,300975,305187,309882
394537,"Santa Fe, NM",115159,115236,115378,115555,115943,116155,116491,116627,116728,116949,117265,117965,118763,119458,119899,120294,120953,121754,122424,123165,124032,124823,125537,125979,126481,127140
395066,"Johnstown, PA",355775,360379,363537,365484,369152,373395,376117,377632,379043,380888,382352,382768,382545,382049,382741,383212,383928,384573,386758,389961,393179,396594,400235,404989,410207,416545
394727,"Traverse City, MI",77883,78058,78147,78355,78689,79289,80054,80970,81636,81973,81740,81862,82323,83194,83708,83945,84064,84009,83990,83988,84141,84641,85549,86128,86356,86258
395163,"Hattiesburg, MS",237180,237516,238412,239352,240111,241255,242553,243706,244443,244689,245157,245771,247083,248638,249883,251233,252956,254507,256136,257918,260320,263343,266428,269697,272762,275658
394671,"Dalton, GA",140222,140726,141175,141866,142474,143127,143416,143963,144363,144798,145172,145562,145994,145931,145843,145509,145586,145698,146107,146335,146683,147103,147694,148319,148934,149954
394515,"Midland, TX",136019,136544,137200,137703,138386,139131,139946,140496,140961,141009,141668,141812,142339,142448,142935,143390,143863,144332,144849,145738,146797,148433,149288,150666,151633,153474
394860,"Homosassa Springs, FL",264988,266982,268085,268704,269723,271160,272648,272724,272702,271861,270369,267764,266147,266029,265875,266011,265160,263865,262511,261845,260846,260159,259487,259547,259000,257721
394685,"Auburn, AL",157422,158194,158277,158656,159117,160018,160139,160263,160214,161107,162387,163117,163685,164433,165941,167394,168924,170088,172054,174087,176608,178470,180629,183121,186079,189180
394351,"Valdosta, GA",194414,194857,194877,195664,196369,197258,198035,198574,198989,199618,200018,200339,200831,201595,202642,203303,203954,204667,205614,206826,208188,209851,211810,213872,215919,217913
395182,"Coeur d'Alene, ID",121986,122492,122781,123209,123544,124070,124379,124976,125354,125833,125694,125804,125933,126626,127195,127728,128247,128810,129640,130217,131065,132009,133520,135022,136589,137827
394480,"Springfield, OH",328627,329998,333917,337837,343346,347065,348985,350073,350905,352927,355131,358437,362471,367649,371256,375053,377409,380564,384473,391093,399800,409147,417123,424166,430848,438210
395117,"St. George, UT",112467,112804,113531,114578,115521,116134,116512,116856,117238,117355,117017,117104,117389,118036,118274,118569,118946,119634,120576,121677,122907,124557,126655,128676,130780,132681
395119,"Vero Beach, FL",318827,319442,320098,321156,322423,324075,324919,326061,327015,327741,328474,329543,331357,332993,334433,335658,337887,340470,343728,347129,350949,355351,360505,366014,371754,378504
395079,"Odessa, TX",231200,229307,228824,228976,230150,230282,230123,230302,231220,232571,232929,231864,231134,233018,235876,238242,239152,240684,242385,244082,245381,246548,247834,250689,253476,255157
394930,"Napa, CA",170693,171228,172305,173466,174682,175612,176676,177664,178660,179647,180749,181601,182167,182242,181894,181602,181273,181199,180939,180918,180805,180513,179784,179223,178944,178951
394900,"Tupelo, MS",705321,708682,708451,706011,703572,702909,701688,698362,696524,694874,695172,693242,690525,689663,691923,697428,701783,705473,711864,719697,728645,736927,745855,757205,771245,784181
395170,"Battle Creek, MI",116821,117230,117617,117899,118138,118389,118714,119266,119782,120111,120321,120520,120915,120946,121008,120993,121302,121632,121972,122135,122363,122728,123298,123932,124491,125402
394368,"Jamestown, NY",114518,114993,115282,115766,116551,117465,118236,118845,119538,120462,120790,121276,121674,122668,123662,124645,125441,126223,126999,128098,129431,130703,132481,134212,136210,137962
394719,"Eureka, CA",95158,95879,96570,97535,98267,99510,100610,101313,101459,101587,101979,102911,103954,105041,105781,106280,106945,107357,108078,109032,110359,111677,112922,113819,114752,115624
394577,"Rapid City, SD",319836,320280,320506,321372,321463,321738,319963,319874,319942,320844,321588,321843,322748,322864,322580,322504,323737,325586,328888,331635,334482,337503,341039,345058,348839,353926
395013,"Flagstaff, AZ",226789,227703,228713,229651,230783,231722,232736,233589,234301,234759,235114,235700,236327,237250,238020,239036,239676,240507,241401,242577,243964,245534,247350,249112,250938,252651
394595,"Lumberton, NC",353960,354677,355003,355167,356964,359344,362914,364549,365454,365416,365990,366664,366814,367270,368982,372143,374476,376129,377618,380848,385312,391347,397615,404431,412354,420727
394810,"Wausau, WI",76907,76806,76791,76988,77291,77566,77804,78175,78485,78727,78675,78647,79029,79593,80143,80307,80517,80798,81128,81373,81678,82031,82611,83198,83568,83908
395215,"La Crosse, WI",161549,162427,163424,164350,165485,166478,167482,168156,168894,169590,170130,170641,171280,172113,172859,173542,174095,174809,175619,176824,178109,179628,181229,182915,184418,185907
394756,"Lebanon, PA",183367,184419,186086,187231,187962,188083,188594,189038,189678,190220,190778,191494,192167,192590,192407,192609,193234,194353,195329,196695,198059,199578,201156,202798,204631,206557
394783,"Idaho Falls, ID",182736,183156,183485,184049,184611,185361,186135,186723,187458,187959,188383,188776,189469,190326,191370,192395,193395,194425,195482,196851,198362,200323,202518,205009,207478,210034
394703,"Sierra Vista, AZ",218514,220790,223112,225611,227557,229681,231969,235085,237835,240356,241343,242413,242978,245512,248398,251470,254029,256700,259361,261922,264509,267658,271843,276242,280930,284063
395098,"Pittsfield, MA",148002,149265,150266,151476,152888,154315,155746,157054,158113,158798,159431,160194,161074,161922,162702,163509,164254,165125,166162,167381,168860,170705,172805,174849,176928,179082
394983,"Lawton, OK",231298,232288,233780,234931,237516,240002,241007,239479,237610,236851,236625,237133,237667,238777,239516,240256,240231,240509,241773,244664,248195,251407,254611,257579,260664,263594
394780,"Farmington, NM",90684,91069,91360,91740,92159,92540,93003,93227,93401,93068,92910,92795,93365,93810,94242,94537,94859,95235,95607,96170,96938,98221,99554,100828,101637,102549
394588,"Jackson, TN",132214,132922,133448,133973,134205,134813,135774,136496,136753,137145,137306,138033,138454,138733,138463,138287,138567,139086,139443,140367,141861,143554,145635,147391,149601,151897
394712,"Morgantown, WV",115727,115249,115447,115881,116743,117246,117490,117836,118399,119187,120178,121271,122391,123364,123964,124523,125097,125935,127044,128280,129608,130944,132197,133562,135101,137200
394879,"Glens Falls, NY",167953,168467,169034,169868,170502,171088,171571,172080,171743,171978,171849,172385,172352,172421,172492,172622,172853,173186,173554,173817,174912,175575,176420,176562,177174,177898
394633,"Winchester, VA",186062,186668,187287,188197,189232,190097,190196,190205,190355,190722,190479,190335,190596,190694,190884,190783,190584,190545,190976,191927,192909,194269,196086,197999,199866,202287
395232,"St. Joseph, MO",235694,236186,236247,236557,237240,238499,239578,240515,241322,241892,241918,241697,241675,242433,243611,244786,245774,246505,247686,249196,251172,253488,256345,259274,262415,265742
395120,"Altoona, PA",114484,114998,115363,115840,116311,116699,116982,116985,117502,118315,119909,120488,120761,120537,120855,121113,121399,121758,122251,123345,124314,125116,125285,126026,127045,128345
394321,"New Bern, NC",113357,113505,112922,112953,113113,113997,114431,114869,115530,116120,116610,116552,116821,116862,118007,118352,118629,118674,119020,119451,119597,119599,119743,120482,121175,122035
394905,"Carbondale, IL",150955,151893,152651,153443,154122,155058,155908,156518,156896,157117,157764,158333,158994,159331,159804,160379,161065,161687,162413,163271,164290,165460,166410,167510,168630,169969
394442,"London, KY",96416,96659,96980,97354,97936,98374,98783,99126,99544,99697,99390,99206,99243,99535,99609,99574,99496,99466,99457,99551,99786,100286,101099,101789,102378,102813
394802,"Logan, ID",98758,98289,98694,99209,99974,100883,101765,102302,102751,103048,103079,103172,103268,103583,103688,103545,103129,102718,102494,102696,102998,103391,103992,104951,105940,106820
394800,"Harrisonburg, VA",267658,268450,269487,270950,273915,276869,279429,280494,281696,283099,284963,286014,288106,288679,289725,290349,292083,294050,296552,299634,303495,307431,311486,316550,321787,328970
394668,"Beckley, WV",208140,209202,210339,211335,212053,212822,213708,215102,216349,217620,217422,217223,216917,217539,217935,218283,218971,219721,220529,221087,221820,222559,224449,226424,228607,230258
394374,"Mansfield, OH",79772,79918,80120,80358,80597,80861,81144,81460,81722,81753,81515,81270,81287,81404,81458,81505,81634,81829,82016,82209,82402,82820,83400,84033,84566,85057
394824,"Weirton, OH",112184,112362,112710,113433,114969,116843,118728,118742,118893,118971,119779,120531,121070,122375,123349,123919,123160,122235,121485,122332,123235,124453,125304,126110,126930,127228
395217,"Goldsboro, NC",81158,81733,82196,82729,83083,83511,83833,84248,84640,85077,85213,85285,85367,85264,85185,84983,85152,85323,85608,85916,86259,86649,87346,88146,89018,90046
394635,"Augusta, ME",128256,128394,129066,129496,129641,129694,129793,130183,130479,130773,131006,131205,131578,132456,133270,134240,135101,135941,136744,137581,138806,140123,141552,143193,144606,145681
394353,"Hammond, LA",168971,169584,169695,169691,169335,169726,170003,170784,171792,172352,173387,174608,176501,177871,179575,180609,182607,184569,187037,189659,192365,195821,198992,202356,205208,209239
394661,"Jonesboro, AR",158870,159214,159177,159324,159714,159687,159893,159950,160600,161311,162396,163304,164234,164259,164224,163818,163601,163871,164103,164645,164673,164778,164620,164450,164335,164818
394728,"Sherman, TX",124030,124386,124750,125242,125835,126421,127019,127712,128333,128932,129540,130186,130876,131453,131941,132416,132910,133524,134108,134611,135181,135913,136698,137364,137970,138650
395094,"Anniston, AL",168350,169435,170309,171207,172037,172750,173150,173868,175262,175239,174440,173143,173678,174905,175877,176551,177091,178094,179298,181147,182312,184617,186757,189503,191216,192568
394333,"Staunton, VA",111289,111809,112218,112656,113024,113391,114272,115179,115750,115784,116335,116842,117705,118123,118553,118721,119112,119386,119295,119065,119086,119332,119072,118543,117708,117148
395128,"Muncie, IN",195311,196369,197389,198428,199265,200076,200778,201734,202782,203683,203323,202757,202345,202755,203112,203339,203799,204336,205068,205739,206448,207270,209055,211077,213158,214792
394893,"Mount Vernon, WA",90108,90703,91237,91486,91745,92015,92273,92552,92743,92845,92888,92931,93230,93585,94047,94634,95212,95854,96662,97576,98538,99555,100621,101778,102765,103812
394890,"Albany, OR",367985,371113,372424,373736,376085,377380,378315,378156,379412,380581,383185,385596,388061,389537,390544,391775,393960,397588,401401,406405,411067,416844,423288,429391,436271,444708
394307,"Watertown, NY",265419,267107,267924,268860,269431,270917,272193,274408,276015,278072,278832,279525,280277,281503,283821,285795,288253,290184,292731,294839,297514,299983,303554,307522,311560,315554
395213,"Williamsport, PA",140032,139742,140114,140690,141060,140966,140696,140751,141573,141343,140726,141150,142643,144086,144044,143999,144252,144651,145412,146118,146639,147763,149212,149967,150283,150734
395225,"Cleveland, TN",152555,152492,152649,152913,153295,154173,154776,156184,157763,160272,161421,161479,161283,161266,161673,161301,161332,161711,162256,162251,162045,161218,161349,162679,164137,165602
394474,"Sheboygan, WI",161598,162309,162893,163735,164214,164529,164815,165344,166458,167661,168670,169441,170338,171544,172988,174386,175954,177509,178948,180442,181714,183260,185162,187326,189548,191324
395089,"Bismarck, ND",149614,150149,150442,150837,151563,152505,152903,153584,153879,155305,155941,156807,157362,158319,158907,159100,159349,160070,161370,163046,165011,166610,168776,170807,173375,176031
394390,"Owensboro, KY",265641,265900,265663,265722,265950,266634,267421,268695,270032,270886,271275,271383,271838,272934,274164,275147,275769,276388,276998,277294,277986,279303,281463,283382,284841,286016
394949,"Dunn, NC",119949,121094,121841,122498,122582,122699,122708,123003,123430,123685,123886,124377,124909,125495,126214,127020,128339,129881,131576,132975,134309,135867,137514,138963,140318,141718
394546,"Wooster, OH",159611,161220,162532,163579,164444,165743,166644,167609,168692,170188,171800,173069,173906,174352,174707,175333,176307,177330,178762,180440,182321,184249,186387,188648,191126,194076
395237,"Morristown, TN",163527,163945,164413,164539,164775,164744,165132,165346,165665,166326,166974,167723,168498,169915,171643,173668,175164,176699,178006,179590,181289,182777,184330,185950,187625,188850
394880,"Kankakee, IL",143359,144298,145401,146434,147194,147873,148635,149845,151524,153413,154991,155023,154429,153828,153611,153672,153777,153993,154448,154784,154989,155117,155756,157301,159374,161460
394734,"Brunswick, GA",143164,143407,143909,144494,145324,146067,146646,147197,147474,147880,148102,148600,148733,149631,150051,150923,151251,151852,152473,153261,154274,155311,156481,157445,158761,159723
394423,"Ogdensburg, NY",191936,193420,193871,194375,193896,194435,194893,195620,195457,195402,194960,195047,195277,195375,196166,196905,198035,198658,199290,200197,201860,203727,205736,207447,209266,210894
394932,"San Angelo, TX",74016,74718,75313,75639,75767,75808,76253,76896,77507,77549,77616,77701,77974,78139,78415,78682,78743,78815,78970,79251,79685,80580,81451,82237,82889,83657
395054,"Michigan City, IN",147632,147416,147069,147115,147107,147161,147327,147777,148703,148723,148761,147815,147957,148061,148907,149603,150429,151148,151806,152429,153116,154401,155724,157733,159604,161835
394857,"Holland, MI",145776,146818,147754,148509,148991,149753,150445,151447,151560,151622,151233,151519,151930,152465,152978,153356,154254,154991,156030,156795,158743,160855,163607,165778,167973,170397
753890,"Wenatchee, WA",196800,197884,198797,199555,199718,199562,200082,201142,203007,204231,205532,206662,207928,208224,208688,209918,211783,213954,215772,217805,219603,222104,224554,227426,230616,234683
395218,"Lawrence, KS",340481,342094,343818,345679,347014,348723,350676,352761,354876,355955,356415,356694,357688,359254,360866,362535,364616,366797,368973,371443,373876,377506,381619,386668,391541,396346
394778,"Decatur, IL",199766,201170,202168,200776,200230,200973,203216,204568,205334,206345,207794,209519,210649,210517,210778,211722,212667,213280,213124,214961,217101,219247,220990,223395,226133,229994
394524,"Missoula, MT",92280,92714,92902,92161,91425,90946,90768,90566,90332,90322,90082,89948,89941,90228,90635,91145,91685,92059,92546,92934,93361,93699,94022,94331,94309,94378
394867,"Salem, OH",331532,333422,334727,336281,336776,337695,338906,341715,343046,344412,344985,346927,349424,351913,354789,356798,359741,363036,366644,370801,376068,381824,387743,393659,399586,406314
753915,"Bay City, MI",99180,99573,99700,99726,99964,100496,100982,102102,103125,104076,104044,103553,103094,103710,104886,106077,106770,107264,107815,107763,107730,107769,108691,109889,110947,111208
394369,"Lewiston, ME",119374,119595,119816,119840,120720,121349,122304,122973,124157,125591,126529,127172,127586,128103,128679,129510,129934,130548,131134,131986,132966,133839,135311,136934,138952,141057
394788,"Roseburg, OR",175575,175970,175721,176588,177109,179119,180256,181087,181465,182142,183879,185827,188052,189376,191180,192802,194422,195102,196284,198431,201340,204191,206646,208903,211444,214422
395039,"Sumter, SC",203376,204729,205808,206461,207908,208670,210237,211280,212582,213580,214876,216011,216625,217351,218228,219836,221278,222998,224321,226055,227996,230484,232781,235098,237618,240596
395139,"Show Low, AZ",122414,122600,122945,122976,122988,123518,124556,125860,126331,126592,125937,126158,126481,127128,127241,127612,128272,128622,128719,128807,129683,130810,132469,133699,134921,136174
395095,"Meridian, MS",212186,213626,214672,215992,217325,218626,219795,221190,222433,223305,223621,223694,224050,225056,226800,228502,230152,231973,234464,237098,240305,244104,248529,253532,258834,264259
394852,"Bluefield, WV",101395,101627,101771,102541,103286,103976,104117,104446,104714,104973,105172,105414,105552,105259,104813,103713,102921,102165,102000,101633,101353,101023,100759,100366,100069,100126
394396,"Danville, VA",75946,76294,76645,77007,77368,77692,77994,78365,78748,78976,78619,78275,78076,78234,78302,78266,78310,78385,78519,78679,78859,79190,79899,80648,81309,81785
394518,"Lima, OH",98884,99388,99867,100334,100744,101134,101520,102020,102527,102960,102692,102399,102119,102243,102276,102263,102356,102524,102729,102909,103112,103399,104220,105098,106000,106663
394794,"Cookeville, TN",116914,117236,118025,118549,119611,120474,121193,121278,120995,120817,121245,121074,121343,122322,123049,123755,123737,124363,125264,126639,128100,129532,130447,131747,132777,133437
394495,"California-Lexington Park, MD",153123,153028,153449,153977,155187,155996,156853,157576,158282,159061,159844,161252,162328,163566,164464,165517,166220,167228,168245,169450,170831,172270,173895,175467,177459,179598
753872,"Gadsden, AL",292459,292055,292007,292207,293533,294186,294815,295357,295175,295378,294750,295145,295156,296972,297966,299257,299826,301183,303077,305496,308904,312179,316075,319200,322907,326027
394620,"Cumberland, MD",88186,88113,88289,88728,89105,89033,89084,89145,89743,89967,90478,90832,91867,92867,93780,94489,95463,96802,98105,99384,100330,101241,101941,102746,103345,104103
394513,"Longview, WA",95000,96117,97230,98551,99296,99285,98898,99025,99822,100206,100370,99597,98976,98298,97978,97482,97286,97849,98387,98798,98666,99096,99587,100648,101636,102783
394804,"Whitewater, WI",269115,271027,273130,275222,277580,280560,283049,284762,285478,286715,288395,290458,292622,295159,297457,300003,302441,304444,306618,309543,313219,317069,320643,324095,327590,331127
395222,"Fond du Lac, WI",219588,219218,219234,220705,222272,223166,224923,227104,230996,233103,233934,233709,233800,234914,236608,238840,240062,241424,242335,243457,243911,245729,248908,253360,258439,262686
394599,"Ithaca, NY",135800,136338,137309,137627,138310,138744,139388,139933,140550,141377,141820,142210,142194,142645,142835,143393,143822,144473,145233,146191,147267,148232,149673,151406,153500,155527
