RegionType,State,Name,FIPSCode,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,countyname_x,state_x,ssacounty_x,fipscounty_x,msa_x,l_x,msaname_x,cbsa_x,cbsaname_x,Region,countyname_y,state_y,ssacounty_y,fipscounty_y,msa_y,l_y,msaname_y,cbsa_y,cbsaname_y
County,ME,Cumberland County,23005,1.0,0.5,0.6,0.7,0.6,0.9,0.6,CUMBERLAND,ME,20020,23005,6403.0,,"PORTLAND, ME",38860.0,"Portland-South Portland-Biddeford, ME",Northeast,CUMBERLAND,ME,20020,23005,6403.0,,"PORTLAND, ME",38860.0,"Portland-South Portland-Biddeford, ME"
County,ME,Penobscot County,23019,2.0,1.7,0.7,0.8,1.2,1.3,0.9,PENOBSCOT,ME,20090,23019,733.0,,"BANGOR, ME",12620.0,"Bangor, ME",Northeast,PENOBSCOT,ME,20090,23019,733.0,,"BANGOR, ME",12620.0,"Bangor, ME"
County,ME,York County,23031,2.0,1.6,1.3,1.0,1.1,1.2,0.8,YORK,ME,20150,23031,6403.0,,"PORTLAND, ME",38860.0,"Portland-South Portland-Biddeford, ME",Northeast,YORK,ME,20150,23031,6403.0,,"PORTLAND, ME",38860.0,"Portland-South Portland-Biddeford, ME"
County,MD,Anne Arundel County,24003,1.3,0.9,0.9,0.8,0.7,0.8,0.6,ANNE ARUNDEL,MD,21010,24003,720.0,L,"BALTIMORE, MD",12580.0,"Baltimore-Towson, MD",South,ANNE ARUNDEL,MD,21010,24003,720.0,L,"BALTIMORE, MD",12580.0,"Baltimore-Towson, MD"
County,MD,Baltimore County,24005,2.1,1.6,1.2,1.1,1.1,1.2,1.1,BALTIMORE,MD,21020,24005,720.0,L,"BALTIMORE, MD",12580.0,"Baltimore-Towson, MD",South,BALTIMORE,MD,21020,24005,720.0,L,"BALTIMORE, MD",12580.0,"Baltimore-Towson, MD"
County,MD,Calvert County,24009,1.7,1.5,0.9,0.9,1.0,1.2,1.1,CALVERT,MD,21040,24009,8840.0,L,"WASHINGTON, DC-MD-VA-WV",47894.0,Washington-Arlington-Alexandria DC-VA,South,CALVERT,MD,21040,24009,8840.0,L,"WASHINGTON, DC-MD-VA-WV",47894.0,Washington-Arlington-Alexandria DC-VA
County,MD,Carroll County,24013,1.5,1.0,0.7,0.6,0.4,0.3,0.7,CARROLL,MD,21060,24013,720.0,L,"BALTIMORE, MD",12580.0,"Baltimore-Towson, MD",South,CARROLL,MD,21060,24013,720.0,L,"BALTIMORE, MD",12580.0,"Baltimore-Towson, MD"
County,MD,Charles County,24017,3.2,1.9,1.6,1.4,1.3,1.5,1.3,CHARLES,MD,21080,24017,8840.0,L,"WASHINGTON, DC-MD-VA-WV",47894.0,Washington-Arlington-Alexandria DC-VA,South,CHARLES,MD,21080,24017,8840.0,L,"WASHINGTON, DC-MD-VA-WV",47894.0,Washington-Arlington-Alexandria DC-VA
County,MD,Frederick County,24021,1.5,1.1,0.8,0.7,0.9,0.7,0.9,FREDERICK,MD,21100,24021,8840.0,L,"WASHINGTON, DC-MD-VA-WV",13644.0,"Bethesda-Frederick-Gaithersburg, MD",South,FREDERICK,MD,21100,24021,8840.0,L,"WASHINGTON, DC-MD-VA-WV",13644.0,"Bethesda-Frederick-Gaithersburg, MD"
County,MD,Harford County,24025,2.6,1.5,1.0,1.0,1.0,1.1,1.3,HARFORD,MD,21120,24025,720.0,L,"BALTIMORE, MD",12580.0,"Baltimore-Towson, MD",South,HARFORD,MD,21120,24025,720.0,L,"BALTIMORE, MD",12580.0,"Baltimore-Towson, MD"
County,MD,Howard County,24027,1.2,0.8,0.5,0.5,0.4,0.4,0.3,HOWARD,MD,21130,24027,720.0,L,"BALTIMORE, MD",12580.0,"Baltimore-Towson, MD",South,HOWARD,MD,21130,24027,720.0,L,"BALTIMORE, MD",12580.0,"Baltimore-Towson, MD"
County,MD,Montgomery County,24031,0.9,0.7,0.5,0.5,0.5,0.4,0.4,MONTGOMERY,MD,21150,24031,8840.0,L,"WASHINGTON, DC-MD-VA-WV",13644.0,"Bethesda-Frederick-Gaithersburg, MD",South,MONTGOMERY,MD,21150,24031,8840.0,L,"WASHINGTON, DC-MD-VA-WV",13644.0,"Bethesda-Frederick-Gaithersburg, MD"
County,MD,Prince George's County,24033,3.3,2.4,2.0,1.6,1.5,1.7,1.4,PRINCE GEORGES,MD,21160,24033,8840.0,L,"WASHINGTON, DC-MD-VA-WV",47894.0,Washington-Arlington-Alexandria DC-VA,South,PRINCE GEORGES,MD,21160,24033,8840.0,L,"WASHINGTON, DC-MD-VA-WV",47894.0,Washington-Arlington-Alexandria DC-VA
County,MD,St. Mary's County,24037,1.6,1.0,1.0,0.7,0.7,0.8,0.6,ST. MARYS,MD,21180,24037,21.0,,MARYLAND,,,South,ST. MARYS,MD,21180,24037,21.0,,MARYLAND,,
County,MD,Washington County,24043,2.5,1.7,1.9,1.1,1.3,1.2,1.6,WASHINGTON,MD,21210,24043,3180.0,,"HAGERSTOWN, MD",25180.0,"Hagerstown-Martinsburg, MD-WV",South,WASHINGTON,MD,21210,24043,3180.0,,"HAGERSTOWN, MD",25180.0,"Hagerstown-Martinsburg, MD-WV"
County,MD,Baltimore city,24510,3.0,2.4,2.0,1.9,1.9,1.7,1.7,BALTIMORE CITY,MD,21030,24510,720.0,L,"BALTIMORE, MD",12580.0,"Baltimore-Towson, MD",South,BALTIMORE CITY,MD,21030,24510,720.0,L,"BALTIMORE, MD",12580.0,"Baltimore-Towson, MD"
County,MA,Barnstable County,25001,1.1,0.9,0.8,0.7,0.8,0.9,0.7,BARNSTABLE,MA,22000,25001,743.0,,"BARNSTABLE-YARMOUTH, MA",12700.0,"Barnstable Town, MA",0,BARNSTABLE,MA,22000,25001,743.0,,"BARNSTABLE-YARMOUTH, MA",12700.0,"Barnstable Town, MA"
County,MA,Berkshire County,25003,1.3,0.6,1.1,0.8,1.3,1.5,1.3,BERKSHIRE,MA,22010,25003,6323.0,,"PITTSFIELD, MA",38340.0,"Pittsfield, MA",0,BERKSHIRE,MA,22010,25003,6323.0,,"PITTSFIELD, MA",38340.0,"Pittsfield, MA"
County,MA,Bristol County,25005,2.0,1.4,1.2,0.7,1.0,1.3,0.9,BRISTOL,MA,22020,25005,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",39300.0,"Providence-New Bedford-Fall River, RI-M",0,BRISTOL,MA,22020,25005,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",39300.0,"Providence-New Bedford-Fall River, RI-M"
County,MA,Essex County,25009,1.6,1.0,0.9,0.7,0.9,0.7,0.7,ESSEX,MA,22040,25009,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",21604.0,"Essex County, MA",0,ESSEX,MA,22040,25009,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",21604.0,"Essex County, MA"
County,MA,Hampden County,25013,2.9,1.4,1.7,1.1,1.4,1.6,1.3,HAMPDEN,MA,22070,25013,8003.0,,"SPRINGFIELD, MA",44140.0,"Springfield, MA",0,HAMPDEN,MA,22070,25013,8003.0,,"SPRINGFIELD, MA",44140.0,"Springfield, MA"
County,MA,Hampshire County,25015,1.7,0.7,1.0,0.4,1.1,1.0,0.8,HAMPSHIRE,MA,22080,25015,8003.0,,"SPRINGFIELD, MA",44140.0,"Springfield, MA",0,HAMPSHIRE,MA,22080,25015,8003.0,,"SPRINGFIELD, MA",44140.0,"Springfield, MA"
County,MA,Middlesex County,25017,0.9,0.6,0.6,0.4,0.5,0.5,0.5,MIDDLESEX,MA,22090,25017,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",15764.0,"Cambridge-Newton-Framingham, MA",0,MIDDLESEX,MA,22090,25017,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",15764.0,"Cambridge-Newton-Framingham, MA"
County,MA,Norfolk County,25021,1.2,0.8,0.7,0.6,0.6,0.6,0.5,NORFOLK,MA,22130,25021,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",14484.0,"Boston-Quincy, MA",0,NORFOLK,MA,22130,25021,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",14484.0,"Boston-Quincy, MA"
County,MA,Plymouth County,25023,2.0,1.4,1.4,0.8,1.1,1.2,1.0,PLYMOUTH,MA,22150,25023,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",14484.0,"Boston-Quincy, MA",0,PLYMOUTH,MA,22150,25023,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",14484.0,"Boston-Quincy, MA"
County,MA,Suffolk County,25025,1.4,0.9,0.6,0.5,0.7,0.6,0.5,SUFFOLK,MA,22160,25025,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",14484.0,"Boston-Quincy, MA",0,SUFFOLK,MA,22160,25025,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",14484.0,"Boston-Quincy, MA"
County,MA,Worcester County,25027,2.1,1.3,1.3,0.8,1.0,1.1,0.8,WORCESTER,MA,22170,25027,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",49340.0,"Worcester, MA",0,WORCESTER,MA,22170,25027,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",49340.0,"Worcester, MA"
County,MI,Berrien County,26021,2.5,1.5,1.5,0.9,1.1,1.6,1.5,BERRIEN,MI,23100,26021,870.0,,"BENTON HARBOR, MI",35660.0,"Niles-Benton Harbor, MI",Midwest,BERRIEN,MI,23100,26021,870.0,,"BENTON HARBOR, MI",35660.0,"Niles-Benton Harbor, MI"
County,MI,Eaton County,26045,2.2,1.4,1.0,0.8,1.0,1.2,1.0,EATON,MI,23220,26045,4040.0,,"LANSING-EAST LANSING, MI",29620.0,"Lansing-East Lansing, MI",Midwest,EATON,MI,23220,26045,4040.0,,"LANSING-EAST LANSING, MI",29620.0,"Lansing-East Lansing, MI"
County,MI,Genesee County,26049,2.5,1.4,1.3,1.2,1.3,1.4,1.0,GENESEE,MI,23240,26049,2640.0,,"FLINT, MI",22420.0,"Flint, MI",Midwest,GENESEE,MI,23240,26049,2640.0,,"FLINT, MI",22420.0,"Flint, MI"
County,MI,Ingham County,26065,1.5,1.0,0.8,0.6,0.9,1.0,0.7,INGHAM,MI,23320,26065,4040.0,,"LANSING-EAST LANSING, MI",29620.0,"Lansing-East Lansing, MI",Midwest,INGHAM,MI,23320,26065,4040.0,,"LANSING-EAST LANSING, MI",29620.0,"Lansing-East Lansing, MI"
County,MI,Jackson County,26075,2.4,1.5,1.5,1.4,1.1,1.1,0.6,JACKSON,MI,23370,26075,3520.0,,"JACKSON, MI",27100.0,"Jackson, MI",Midwest,JACKSON,MI,23370,26075,3520.0,,"JACKSON, MI",27100.0,"Jackson, MI"
County,MI,Kalamazoo County,26077,1.6,1.2,1.0,0.8,0.7,1.0,0.9,KALAMAZOO,MI,23380,26077,3720.0,,"KALAMAZOO-BATTLE CREEK, MI",28020.0,"Kalamazoo-Portage, MI",Midwest,KALAMAZOO,MI,23380,26077,3720.0,,"KALAMAZOO-BATTLE CREEK, MI",28020.0,"Kalamazoo-Portage, MI"
County,MI,Kent County,26081,1.2,0.8,0.7,0.6,0.8,0.8,0.8,KENT,MI,23400,26081,3000.0,L,"GRAND RAPIDS-MUSKEGON-HOLLAND, MI",24340.0,"Grand Rapids-Wyoming, MI",Midwest,KENT,MI,23400,26081,3000.0,L,"GRAND RAPIDS-MUSKEGON-HOLLAND, MI",24340.0,"Grand Rapids-Wyoming, MI"
County,MI,Livingston County,26093,1.3,0.9,0.9,0.6,0.7,0.6,0.5,LIVINGSTON,MI,23460,26093,440.0,,"ANN ARBOR, MI",47644.0,"Warren-Farmington-Hills-Troy, MI",Midwest,LIVINGSTON,MI,23460,26093,440.0,,"ANN ARBOR, MI",47644.0,"Warren-Farmington-Hills-Troy, MI"
County,MI,Macomb County,26099,1.9,1.1,1.0,0.7,0.8,0.9,0.7,MACOMB,MI,23490,26099,2160.0,L,"DETROIT, MI",47644.0,"Warren-Farmington-Hills-Troy, MI",Midwest,MACOMB,MI,23490,26099,2160.0,L,"DETROIT, MI",47644.0,"Warren-Farmington-Hills-Troy, MI"
County,MI,Monroe County,26115,2.2,1.7,1.6,1.4,1.2,1.1,1.5,MONROE,MI,23570,26115,2160.0,L,"DETROIT, MI",33780.0,"Monroe, MI",Midwest,MONROE,MI,23570,26115,2160.0,L,"DETROIT, MI",33780.0,"Monroe, MI"
County,MI,Muskegon County,26121,2.9,1.7,1.9,1.8,2.2,1.7,1.4,MUSKEGON,MI,23600,26121,3000.0,L,"GRAND RAPIDS-MUSKEGON-HOLLAND, MI",34740.0,"Muskegon-Norton Shores, MI    a",Midwest,MUSKEGON,MI,23600,26121,3000.0,L,"GRAND RAPIDS-MUSKEGON-HOLLAND, MI",34740.0,"Muskegon-Norton Shores, MI    a"
County,MI,Oakland County,26125,1.3,0.8,0.6,0.5,0.6,0.6,0.5,OAKLAND,MI,23620,26125,2160.0,L,"DETROIT, MI",47644.0,"Warren-Farmington-Hills-Troy, MI",Midwest,OAKLAND,MI,23620,26125,2160.0,L,"DETROIT, MI",47644.0,"Warren-Farmington-Hills-Troy, MI"
County,MI,Ottawa County,26139,1.2,0.8,0.6,0.5,0.5,0.4,0.5,OTTAWA,MI,23690,26139,3000.0,L,"GRAND RAPIDS-MUSKEGON-HOLLAND, MI",26100.0,"Holland-Grand Haven, MI",Midwest,OTTAWA,MI,23690,26139,3000.0,L,"GRAND RAPIDS-MUSKEGON-HOLLAND, MI",26100.0,"Holland-Grand Haven, MI"
County,MI,Saginaw County,26145,1.8,0.9,1.0,0.6,0.7,0.5,0.6,SAGINAW,MI,23720,26145,6960.0,,"SAGINAW-BAY CITY-MIDLAND, MI",40980.0,"Saginaw-Saginaw Township North, MI",Midwest,SAGINAW,MI,23720,26145,6960.0,,"SAGINAW-BAY CITY-MIDLAND, MI",40980.0,"Saginaw-Saginaw Township North, MI"
County,MI,St. Clair County,26147,2.1,1.3,1.2,0.8,1.3,1.7,1.4,ST. CLAIR,MI,23730,26147,2160.0,L,"DETROIT, MI",47644.0,"Warren-Farmington-Hills-Troy, MI",Midwest,ST. CLAIR,MI,23730,26147,2160.0,L,"DETROIT, MI",47644.0,"Warren-Farmington-Hills-Troy, MI"
County,MI,Washtenaw County,26161,1.1,0.9,0.6,0.6,0.6,0.5,0.4,WASHTENAW,MI,23800,26161,440.0,,"ANN ARBOR, MI",11460.0,"Ann Arbor, MI",Midwest,WASHTENAW,MI,23800,26161,440.0,,"ANN ARBOR, MI",11460.0,"Ann Arbor, MI"
County,MI,Wayne County,26163,2.1,1.4,1.3,1.0,1.1,1.1,1.0,WAYNE,MI,23810,26163,2160.0,L,"DETROIT, MI",19804.0,"Detroit-Livonia-Dearborn, MI",Midwest,WAYNE,MI,23810,26163,2160.0,L,"DETROIT, MI",19804.0,"Detroit-Livonia-Dearborn, MI"
County,MN,Anoka County,27003,1.4,0.9,0.7,0.6,0.4,0.7,0.6,ANOKA,MN,24010,27003,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest,ANOKA,MN,24010,27003,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI"
County,MN,Carver County,27019,0.5,0.3,0.4,0.4,0.3,0.3,0.8,CARVER,MN,24090,27019,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest,CARVER,MN,24090,27019,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI"
County,MN,Dakota County,27037,1.1,0.6,0.7,0.5,0.5,0.3,0.3,DAKOTA,MN,24180,27037,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest,DAKOTA,MN,24180,27037,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI"
County,MN,Hennepin County,27053,0.8,0.7,0.6,0.4,0.5,0.6,0.6,HENNEPIN,MN,24260,27053,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest,HENNEPIN,MN,24260,27053,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI"
County,MN,Olmsted County,27109,0.8,1.0,0.7,0.5,0.3,0.5,0.8,OLMSTED,MN,24540,27109,6820.0,,"ROCHESTER, MN",40340.0,"Rochester, MN",Midwest,OLMSTED,MN,24540,27109,6820.0,,"ROCHESTER, MN",40340.0,"Rochester, MN"
County,MN,Ramsey County,27123,1.2,0.9,0.7,0.5,0.5,0.6,0.5,RAMSEY,MN,24610,27123,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest,RAMSEY,MN,24610,27123,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI"
County,MN,St. Louis County,27137,1.5,1.0,0.9,0.7,0.8,0.9,0.8,ST. LOUIS,MN,24680,27137,2240.0,,"DULUTH-SUPERIOR, MN-WI",20260.0,"Duluth, MN-WI",Midwest,ST. LOUIS,MN,24680,27137,2240.0,,"DULUTH-SUPERIOR, MN-WI",20260.0,"Duluth, MN-WI"
County,MN,Scott County,27139,0.6,0.5,0.5,0.3,0.4,0.3,0.3,SCOTT,MN,24690,27139,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest,SCOTT,MN,24690,27139,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI"
County,MN,Stearns County,27145,1.0,1.0,0.4,0.3,0.5,0.6,0.1,STEARNS,MN,24720,27145,6980.0,,"ST. CLOUD, MN",41060.0,"St. Cloud, MN",Midwest,STEARNS,MN,24720,27145,6980.0,,"ST. CLOUD, MN",41060.0,"St. Cloud, MN"
County,MN,Washington County,27163,1.1,0.5,0.4,0.4,0.5,0.7,0.5,WASHINGTON,MN,24810,27163,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest,WASHINGTON,MN,24810,27163,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI"
County,MN,Wright County,27171,1.6,0.6,0.5,0.6,0.5,0.5,0.7,WRIGHT,MN,24850,27171,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest,WRIGHT,MN,24850,27171,5120.0,L,"MINNEAPOLIS-ST. PAUL, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI"
County,MS,DeSoto County,28033,3.2,1.8,1.5,1.4,1.7,1.4,1.4,DE SOTO,MS,25160,28033,4920.0,L,"MEMPHIS, TN-AR-MS",32820.0,"Memphis, TN-MS-AR",South,DE SOTO,MS,25160,28033,4920.0,L,"MEMPHIS, TN-AR-MS",32820.0,"Memphis, TN-MS-AR"
County,MS,Harrison County,28047,2.8,2.2,2.1,1.9,1.8,1.7,1.1,HARRISON,MS,25230,28047,920.0,,"BILOXI-GULFPORT-PASCAGOULA, MS",25060.0,"Gulfport-Biloxi, MS",South,HARRISON,MS,25230,28047,920.0,,"BILOXI-GULFPORT-PASCAGOULA, MS",25060.0,"Gulfport-Biloxi, MS"
County,MS,Hinds County,28049,5.1,3.7,2.7,2.4,1.9,2.3,2.0,HINDS,MS,25240,28049,3560.0,,"JACKSON, MS",27140.0,"Jackson, MS",South,HINDS,MS,25240,28049,3560.0,,"JACKSON, MS",27140.0,"Jackson, MS"
County,MS,Rankin County,28121,2.7,2.1,1.8,1.5,2.0,1.9,1.3,RANKIN,MS,25600,28121,3560.0,,"JACKSON, MS",27140.0,"Jackson, MS",South,RANKIN,MS,25600,28121,3560.0,,"JACKSON, MS",27140.0,"Jackson, MS"
County,MO,Boone County,29019,1.2,1.0,0.5,0.4,0.6,0.5,0.4,BOONE,MO,26090,29019,1740.0,,"COLUMBIA, MO",17860.0,"Columbia, MO",Midwest,BOONE,MO,26090,29019,1740.0,,"COLUMBIA, MO",17860.0,"Columbia, MO"
County,MO,Clay County,29047,1.7,1.1,1.1,0.8,0.9,1.3,1.0,CLAY,MO,26230,29047,3760.0,L,"KANSAS CITY, MO-KS",28140.0,"Kansas City, MO-KS",Midwest,CLAY,MO,26230,29047,3760.0,L,"KANSAS CITY, MO-KS",28140.0,"Kansas City, MO-KS"
County,MO,Greene County,29077,1.8,1.3,1.1,1.0,0.9,0.9,0.9,GREENE,MO,26380,29077,7920.0,,"SPRINGFIELD, MO",44180.0,"Springfield, MO",Midwest,GREENE,MO,26380,29077,7920.0,,"SPRINGFIELD, MO",44180.0,"Springfield, MO"
County,MO,Jackson County,29095,2.2,1.4,1.1,1.0,1.0,1.2,0.9,JACKSON,MO,26470,29095,3760.0,L,"KANSAS CITY, MO-KS",28140.0,"Kansas City, MO-KS",Midwest,JACKSON,MO,26470,29095,3760.0,L,"KANSAS CITY, MO-KS",28140.0,"Kansas City, MO-KS"
County,MO,Jefferson County,29099,2.1,1.2,1.4,1.1,1.3,1.3,0.8,JEFFERSON,MO,26490,29099,7040.0,L,"ST. LOUIS, MO-IL",41180.0,"St. Louis, MO-IL",Midwest,JEFFERSON,MO,26490,29099,7040.0,L,"ST. LOUIS, MO-IL",41180.0,"St. Louis, MO-IL"
County,MO,St. Charles County,29183,1.2,0.9,0.7,0.4,0.8,0.8,0.8,ST. CHARLES,MO,26910,29183,7040.0,L,"ST. LOUIS, MO-IL",41180.0,"St. Louis, MO-IL",Midwest,ST. CHARLES,MO,26910,29183,7040.0,L,"ST. LOUIS, MO-IL",41180.0,"St. Louis, MO-IL"
County,MO,St. Louis County,29189,1.8,1.2,1.0,0.8,1.1,1.1,0.9,ST. LOUIS,MO,26940,29189,7040.0,L,"ST. LOUIS, MO-IL",41180.0,"St. Louis, MO-IL",Midwest,ST. LOUIS,MO,26940,29189,7040.0,L,"ST. LOUIS, MO-IL",41180.0,"St. Louis, MO-IL"
County,MO,St. Louis city,29510,1.7,1.3,1.3,1.1,1.3,1.1,1.2,ST. LOUIS CITY,MO,26950,29510,7040.0,L,"ST. LOUIS, MO-IL",41180.0,"St. Louis, MO-IL",Midwest,ST. LOUIS CITY,MO,26950,29510,7040.0,L,"ST. LOUIS, MO-IL",41180.0,"St. Louis, MO-IL"
County,MT,Yellowstone County,30111,1.2,0.6,1.0,0.7,0.8,0.8,0.9,YELLOWSTONE,MT,27550,30111,880.0,,"BILLINGS, MT",13740.0,"Billings, MT",West,YELLOWSTONE,MT,27550,30111,880.0,,"BILLINGS, MT",13740.0,"Billings, MT"
County,NE,Douglas County,31055,1.2,0.8,0.6,0.5,0.9,0.9,0.7,DOUGLAS,NE,28270,31055,5920.0,,"OMAHA, NE-IA",36540.0,"Omaha-Council Bluffs, NE-IA",Midwest,DOUGLAS,NE,28270,31055,5920.0,,"OMAHA, NE-IA",36540.0,"Omaha-Council Bluffs, NE-IA"
County,NE,Lancaster County,31109,1.0,0.8,0.6,0.8,0.7,0.8,0.8,LANCASTER,NE,28540,31109,4360.0,,"LINCOLN, NE",30700.0,"Lincoln, NE",Midwest,LANCASTER,NE,28540,31109,4360.0,,"LINCOLN, NE",30700.0,"Lincoln, NE"
County,NE,Sarpy County,31153,1.3,0.7,0.8,0.7,0.6,0.6,0.5,SARPY,NE,28760,31153,5920.0,,"OMAHA, NE-IA",36540.0,"Omaha-Council Bluffs, NE-IA",Midwest,SARPY,NE,28760,31153,5920.0,,"OMAHA, NE-IA",36540.0,"Omaha-Council Bluffs, NE-IA"
County,NV,Clark County,32003,1.3,0.8,0.8,0.6,0.6,0.6,0.6,CLARK,NV,29010,32003,4120.0,L,"LAS VEGAS, NV-AZ",29820.0,"Las Vegas-Paradise, NV",West,CLARK,NV,29010,32003,4120.0,L,"LAS VEGAS, NV-AZ",29820.0,"Las Vegas-Paradise, NV"
County,NV,Washoe County,32031,0.8,0.6,0.6,0.4,0.5,0.3,0.5,WASHOE,NV,29150,32031,6720.0,,"RENO, NV",39900.0,"Reno-Sparks, NV",West,WASHOE,NV,29150,32031,6720.0,,"RENO, NV",39900.0,"Reno-Sparks, NV"
County,NH,Hillsborough County,33011,1.5,1.3,1.3,0.8,1.0,1.2,0.7,HILLSBOROUGH,NH,30050,33011,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",31700.0,"Manchester-Nashua, NH",Northeast,HILLSBOROUGH,NH,30050,33011,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",31700.0,"Manchester-Nashua, NH"
County,NH,Merrimack County,33013,2.1,1.7,0.9,0.9,0.9,0.7,0.8,MERRIMACK,NH,30060,33013,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA-NH",31700.0,"Manchester-Nashua, NH",Northeast,MERRIMACK,NH,30060,33013,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA-NH",31700.0,"Manchester-Nashua, NH"
County,NH,Rockingham County,33015,1.8,1.2,1.0,0.9,0.9,0.7,0.7,ROCKINGHAM,NH,30070,33015,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",40484.0,"Rockingham County, NH",Northeast,ROCKINGHAM,NH,30070,33015,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",40484.0,"Rockingham County, NH"
County,NH,Strafford County,33017,2.2,1.3,0.8,0.9,0.9,1.3,0.5,STRAFFORD,NH,30080,33017,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",40484.0,"Rockingham County, NH",Northeast,STRAFFORD,NH,30080,33017,1123.0,L,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",40484.0,"Rockingham County, NH"
County,NJ,Atlantic County,34001,2.3,1.6,1.5,1.0,1.1,1.8,1.1,ATLANTIC,NJ,31000,34001,560.0,,"ATLANTIC-CAPE MAY, NJ",12100.0,"Atlan  City, NJ",Northeast,ATLANTIC,NJ,31000,34001,560.0,,"ATLANTIC-CAPE MAY, NJ",12100.0,"Atlan  City, NJ"
County,NJ,Bergen County,34003,1.5,0.9,1.0,0.6,0.8,0.8,0.6,BERGEN,NJ,31100,34003,875.0,L,"BERGEN-PASSAIC, NJ",35644.0,"New York-Wayne-White Plains, NY-NJ",Northeast,BERGEN,NJ,31100,34003,875.0,L,"BERGEN-PASSAIC, NJ",35644.0,"New York-Wayne-White Plains, NY-NJ"
County,NJ,Burlington County,34005,2.1,1.4,1.2,0.9,0.8,1.1,0.8,BURLINGTON,NJ,31150,34005,6160.0,L,"PHILADELPHIA, PA-NJ",15804.0,"Camden, NJ",Northeast,BURLINGTON,NJ,31150,34005,6160.0,L,"PHILADELPHIA, PA-NJ",15804.0,"Camden, NJ"
